From	Usage	To	Weight	 	 
.chart.plot.CombinedDomainCategoryPlot	uses	.chart.plot.PlotOrientation	5		
.chart.plot.CombinedDomainCategoryPlot	uses	.util.ObjectUtilities	2		
.chart.plot.CombinedDomainCategoryPlot	uses	.chart.axis.ValueAxis	2		
.chart.plot.CombinedDomainCategoryPlot	uses	.chart.renderer.category.CategoryItemRenderer	1		
.chart.plot.CombinedDomainCategoryPlot	uses	.data.category.CategoryDataset	1		
.chart.plot.CombinedDomainCategoryPlot	uses	.chart.axis.AxisLocation	1		
.chart.plot.CombinedDomainCategoryPlot	uses	.chart.LegendItemCollection	3		
.chart.plot.CombinedDomainCategoryPlot	uses	.data.Range	1		
.chart.plot.CombinedDomainCategoryPlot	uses	.chart.event.PlotChangeEvent	1		
.chart.plot.CombinedDomainXYPlot	extends	.chart.plot.XYPlot	42		
.chart.plot.CombinedDomainXYPlot	implements	.chart.event.PlotChangeListener	3		
.chart.plot.CombinedDomainXYPlot	uses	.chart.axis.ValueAxis	9		
.chart.plot.CombinedDomainXYPlot	uses	.data.xy.XYDataset	1		
.chart.plot.CombinedDomainXYPlot	uses	.chart.renderer.xy.XYItemRenderer	2		
.chart.plot.CombinedDomainXYPlot	uses	.chart.LegendItemCollection	3		
.chart.plot.CombinedDomainXYPlot	uses	.chart.plot.PlotOrientation	4		
.chart.plot.CombinedDomainXYPlot	uses	.util.ObjectUtilities	2		
.chart.plot.CombinedDomainXYPlot	uses	.chart.axis.AxisSpace	16		
.chart.plot.CombinedDomainXYPlot	uses	.chart.axis.AxisLocation	1		
.chart.plot.CombinedDomainXYPlot	uses	.chart.plot.Plot	17		
.chart.plot.CombinedDomainXYPlot	uses	.ui.RectangleEdge	3		
.chart.plot.CombinedDomainXYPlot	uses	.chart.axis.Axis	4		
.chart.plot.CombinedDomainXYPlot	uses	.chart.event.PlotChangeEvent	1		
.chart.plot.CombinedDomainXYPlot	uses	.chart.plot.PlotRenderingInfo	14		
.chart.plot.CombinedDomainXYPlot	uses	.chart.axis.NumberAxis	2		
.chart.plot.CombinedDomainXYPlot	uses	.ui.RectangleInsets	4		
.chart.plot.CombinedDomainXYPlot	uses	.data.Range	2		
.chart.plot.CombinedDomainXYPlot	uses	.chart.plot.PlotState	3		
.chart.plot.CombinedDomainXYPlot	uses	.chart.axis.AxisState	1		
.chart.plot.CombinedDomainXYPlot	uses	.chart.ChartRenderingInfo	1		
.chart.plot.CombinedRangeCategoryPlot	extends	.chart.plot.CategoryPlot	38		
.chart.plot.CombinedRangeCategoryPlot	implements	.chart.event.PlotChangeListener	3		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.event.PlotChangeEvent	1		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.plot.Plot	16		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.plot.PlotRenderingInfo	9		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.plot.PlotOrientation	5		
.chart.plot.CombinedRangeCategoryPlot	uses	.data.Range	2		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.axis.ValueAxis	10		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.plot.PlotState	3		
.chart.plot.CombinedRangeCategoryPlot	uses	.ui.RectangleInsets	4		
.chart.plot.CombinedRangeCategoryPlot	uses	.ui.RectangleEdge	3		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.axis.AxisSpace	15		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.axis.AxisState	1		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.ChartRenderingInfo	1		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.axis.Axis	5		
.chart.plot.CombinedRangeCategoryPlot	uses	.util.ObjectUtilities	2		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.axis.NumberAxis	2		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.axis.CategoryAxis	1		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.renderer.category.CategoryItemRenderer	1		
.chart.plot.CombinedRangeCategoryPlot	uses	.data.category.CategoryDataset	1		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.axis.AxisLocation	1		
.chart.plot.CombinedRangeCategoryPlot	uses	.chart.LegendItemCollection	3		
.chart.plot.CombinedRangeXYPlot	extends	.chart.plot.XYPlot	42		
.chart.plot.CombinedRangeXYPlot	implements	.chart.event.PlotChangeListener	3		
.chart.plot.CombinedRangeXYPlot	uses	.chart.axis.ValueAxis	8		
.chart.plot.CombinedRangeXYPlot	uses	.ui.RectangleInsets	4		
.chart.plot.CombinedRangeXYPlot	uses	.chart.plot.Plot	15		
.chart.plot.CombinedRangeXYPlot	uses	.util.ObjectUtilities	2		
.chart.plot.CombinedRangeXYPlot	uses	.chart.axis.Axis	2		
.chart.plot.CombinedRangeXYPlot	uses	.chart.plot.PlotRenderingInfo	14		
.chart.plot.CombinedRangeXYPlot	uses	.chart.plot.PlotOrientation	4		
.chart.plot.CombinedRangeXYPlot	uses	.chart.event.PlotChangeEvent	1		
.chart.plot.CombinedRangeXYPlot	uses	.chart.axis.NumberAxis	2		
.chart.plot.CombinedRangeXYPlot	uses	.data.xy.XYDataset	1		
.chart.plot.CombinedRangeXYPlot	uses	.chart.renderer.xy.XYItemRenderer	2		
.chart.plot.CombinedRangeXYPlot	uses	.chart.plot.PlotState	3		
.chart.plot.CombinedRangeXYPlot	uses	.ui.RectangleEdge	3		
.chart.plot.CombinedRangeXYPlot	uses	.chart.axis.AxisSpace	15		
.chart.plot.CombinedRangeXYPlot	uses	.chart.axis.AxisState	1		
.chart.plot.CombinedRangeXYPlot	uses	.chart.ChartRenderingInfo	1		
.chart.plot.CombinedRangeXYPlot	uses	.data.Range	2		
.chart.plot.CombinedRangeXYPlot	uses	.chart.axis.AxisLocation	1		
.chart.plot.CombinedRangeXYPlot	uses	.chart.LegendItemCollection	3		
.chart.plot.CompassPlot	extends	.chart.plot.Plot	14		
.chart.plot.CompassPlot	contains	.data.general.ValueDataset	9		
.chart.plot.CompassPlot	contains	.chart.needle.MeterNeedle	14		
.chart.plot.CompassPlot	uses	.data.general.DatasetChangeListener	3		
.chart.plot.CompassPlot	uses	.data.general.Dataset	3		
.chart.plot.CompassPlot	uses	.io.SerialUtilities	2		
.chart.plot.CompassPlot	uses	.chart.util.ResourceBundleWrapper	1		
.chart.plot.CompassPlot	uses	.util.PaintUtilities	1		
.chart.plot.CompassPlot	uses	.util.ObjectUtilities	1		
.chart.plot.CompassPlot	uses	.data.general.DefaultValueDataset	2		
.chart.plot.CompassPlot	uses	.chart.LegendItemCollection	1		
.chart.plot.CompassPlot	uses	.chart.needle.PlumNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.LineNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.MiddlePinNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.WindNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.PinNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.ShipNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.ArrowNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.LongNeedle	2		
.chart.plot.CompassPlot	uses	.chart.needle.PointerNeedle	2		
.chart.plot.CompassPlot	uses	.chart.plot.PlotState	1		
.chart.plot.CompassPlot	uses	.chart.plot.PlotRenderingInfo	2		
.chart.plot.CompassPlot	uses	.ui.RectangleInsets	2		
.chart.plot.CompassPlot	uses	.data.Value	1		
.chart.plot.ContourPlot	extends	.chart.plot.Plot	40		
.chart.plot.ContourPlot	implements	.chart.plot.ContourValuePlot	1		
.chart.plot.ContourPlot	implements	.chart.plot.ValueAxisPlot	1		
.chart.plot.ContourPlot	contains	.ui.RectangleInsets	6		
.chart.plot.ContourPlot	contains	.chart.axis.ValueAxis	38		
.chart.plot.ContourPlot	contains	.data.contour.ContourDataset	20		
.chart.plot.ContourPlot	contains	.chart.axis.ColorBar	20		
.chart.plot.ContourPlot	contains	.ui.RectangleEdge	22		
.chart.plot.ContourPlot	contains	.chart.labels.ContourToolTipGenerator	8		
.chart.plot.ContourPlot	contains	.chart.urls.XYURLGenerator	4		
.chart.plot.ContourPlot	contains	.chart.ClipPath	9		
.chart.plot.ContourPlot	uses	.chart.plot.PlotRenderingInfo	9		
.chart.plot.ContourPlot	uses	.chart.plot.CrosshairState	14		
.chart.plot.ContourPlot	uses	.chart.plot.Marker	9		
.chart.plot.ContourPlot	uses	.chart.plot.ValueMarker	4		
.chart.plot.ContourPlot	uses	.data.Range	9		
.chart.plot.ContourPlot	uses	.chart.event.AxisChangeEvent	1		
.chart.plot.ContourPlot	uses	.chart.axis.Axis	13		
.chart.plot.ContourPlot	uses	.chart.annotations.XYAnnotation	1		
.chart.plot.ContourPlot	uses	.data.general.DatasetUtilities	2		
.chart.plot.ContourPlot	uses	.data.xy.XYDataset	1		
.chart.plot.ContourPlot	uses	.chart.plot.PlotState	1		
.chart.plot.ContourPlot	uses	.chart.axis.AxisSpace	4		
.chart.plot.ContourPlot	uses	.chart.axis.AxisState	1		
.chart.plot.ContourPlot	uses	.chart.event.AxisChangeListener	4		
.chart.plot.ContourPlot	uses	.data.general.DatasetChangeEvent	3		
.chart.plot.ContourPlot	uses	.chart.plot.PlotOrientation	4		
.chart.plot.ContourPlot	uses	.chart.entity.ContourEntity	6		
.chart.plot.ContourPlot	uses	.chart.ChartRenderingInfo	4		
.chart.plot.ContourPlot	uses	.chart.entity.EntityCollection	4		
.chart.plot.ContourPlot	uses	.chart.entity.ChartEntity	2		
.chart.plot.ContourPlot	uses	.chart.axis.NumberAxis	1		
.chart.plot.ContourPlot	uses	.chart.labels.StandardContourToolTipGenerator	2		
.chart.plot.ContourPlot	uses	.data.general.DatasetChangeListener	3		
.chart.plot.ContourPlot	uses	.data.general.Dataset	6		
.chart.plot.ContourPlot	uses	.chart.util.ResourceBundleWrapper	1		
.chart.plot.ContourPlot	uses	.data.general.DatasetGroup	1		
.chart.plot.ContourPlot	uses	.util.ObjectUtilities	1		
.chart.plot.ContourPlotUtilities	uses	.data.Range	1		
.chart.plot.ContourPlotUtilities	uses	.data.contour.ContourDataset	1		
.chart.plot.ContourPlotUtilities	uses	.data.contour.DefaultContourDataset	2		
.chart.plot.ContourValuePlot	uses	.data.Range	1		
.chart.plot.Crosshair	implements	.util.PublicCloneable	1		
.chart.plot.Crosshair	contains	.ui.RectangleAnchor	6		
.chart.plot.Crosshair	contains	.chart.labels.CrosshairLabelGenerator	4		
.chart.plot.Crosshair	uses	.io.SerialUtilities	4		
.chart.plot.Crosshair	uses	.util.PaintUtilities	1		
.chart.plot.Crosshair	uses	.chart.labels.StandardCrosshairLabelGenerator	2	(mfs)	
.chart.plot.Crosshair	uses	.chart.HashUtilities	5		
.chart.plot.CrosshairState	uses	.chart.plot.PlotOrientation	3		
.chart.plot.DefaultDrawingSupplier	implements	.chart.plot.DrawingSupplier	1		
.chart.plot.DefaultDrawingSupplier	implements	.util.PublicCloneable	1		
.chart.plot.DefaultDrawingSupplier	uses	.io.SerialUtilities	6		
.chart.plot.DefaultDrawingSupplier	uses	.chart.ChartColor	1		
.chart.plot.DefaultDrawingSupplier	uses	.util.ShapeUtilities	1		
.chart.plot.FastScatterPlot	extends	.chart.plot.Plot	21		
.chart.plot.FastScatterPlot	implements	.chart.plot.ValueAxisPlot	1		
.chart.plot.FastScatterPlot	implements	.chart.plot.Pannable	1		
.chart.plot.FastScatterPlot	implements	.chart.plot.Zoomable	1		
.chart.plot.FastScatterPlot	contains	.data.Range	13		
.chart.plot.FastScatterPlot	contains	.chart.axis.ValueAxis	36		
.chart.plot.FastScatterPlot	uses	.chart.plot.PlotOrientation	2		
.chart.plot.FastScatterPlot	uses	.chart.plot.PlotRenderingInfo	14		
.chart.plot.FastScatterPlot	uses	.io.SerialUtilities	4		
.chart.plot.FastScatterPlot	uses	.ui.RectangleEdge	14		
.chart.plot.FastScatterPlot	uses	.chart.plot.CrosshairState	2		
.chart.plot.FastScatterPlot	uses	.chart.event.AxisChangeListener	3		
.chart.plot.FastScatterPlot	uses	.chart.axis.Axis	6		
.chart.plot.FastScatterPlot	uses	.chart.axis.ValueTick	4		
.chart.plot.FastScatterPlot	uses	.chart.axis.NumberAxis	2		
.chart.plot.FastScatterPlot	uses	.util.ArrayUtilities	2		
.chart.plot.FastScatterPlot	uses	.chart.plot.PlotState	1		
.chart.plot.FastScatterPlot	uses	.ui.RectangleInsets	2		
.chart.plot.FastScatterPlot	uses	.chart.axis.AxisSpace	3		
.chart.plot.FastScatterPlot	uses	.chart.axis.AxisState	2		
.chart.plot.FastScatterPlot	uses	.util.PaintUtilities	1		
.chart.plot.FastScatterPlot	uses	.util.ObjectUtilities	1		
.chart.plot.FastScatterPlot	uses	.chart.util.ResourceBundleWrapper	1		
.chart.plot.GreyPalette	extends	.chart.plot.ColorPalette	6		
.chart.plot.IntervalMarker	extends	.chart.plot.Marker	11		
.chart.plot.IntervalMarker	contains	.ui.GradientPaintTransformer	4		
.chart.plot.IntervalMarker	uses	.util.ObjectUtilities	1		
.chart.plot.IntervalMarker	uses	.chart.event.MarkerChangeEvent	6		
.chart.plot.IntervalMarker	uses	.ui.LengthAdjustmentType	2		
.chart.plot.JThermometer	contains	.data.general.DefaultValueDataset	6		
.chart.plot.JThermometer	contains	.chart.JFreeChart	9		
.chart.plot.JThermometer	contains	.chart.ChartPanel	4		
.chart.plot.JThermometer	contains	.chart.plot.ThermometerPlot	20		
.chart.plot.JThermometer	uses	.chart.title.Title	3		
.chart.plot.JThermometer	uses	.chart.title.TextTitle	4		
.chart.plot.JThermometer	uses	.chart.plot.Plot	4		
.chart.plot.JThermometer	uses	.ui.RectangleInsets	2		
.chart.plot.JThermometer	uses	.data.general.ValueDataset	1		
.chart.plot.JThermometer	uses	.chart.axis.ValueAxis	2		
.chart.plot.JThermometer	uses	.chart.axis.Axis	2		
.chart.plot.Marker	contains	.ui.RectangleAnchor	5		
.chart.plot.Marker	contains	.ui.TextAnchor	5		
.chart.plot.Marker	contains	.ui.RectangleInsets	6		
.chart.plot.Marker	contains	.ui.LengthAdjustmentType	6		
.chart.plot.Marker	uses	.chart.event.MarkerChangeEvent	25		
.chart.plot.Marker	uses	.io.SerialUtilities	4		
.chart.plot.Marker	uses	.chart.event.MarkerChangeListener	4		
.chart.plot.Marker	uses	.util.PaintUtilities	1		
.chart.plot.Marker	uses	.util.ObjectUtilities	1		
.chart.plot.MeterInterval	contains	.data.Range	6		
.chart.plot.MeterInterval	uses	.util.ObjectUtilities	1		
.chart.plot.MeterInterval	uses	.util.PaintUtilities	1		
.chart.plot.MeterInterval	uses	.io.SerialUtilities	4		
.chart.plot.MeterPlot	extends	.chart.plot.Plot	28		
.chart.plot.MeterPlot	contains	.data.general.ValueDataset	8		
.chart.plot.MeterPlot	contains	.chart.plot.DialShape	9		
.chart.plot.MeterPlot	contains	.data.Range	16		
.chart.plot.MeterPlot	uses	.chart.util.ResourceBundleWrapper	1		
.chart.plot.MeterPlot	uses	.data.general.DatasetChangeListener	3		
.chart.plot.MeterPlot	uses	.data.general.Dataset	7		
.chart.plot.MeterPlot	uses	.chart.plot.MeterInterval	12		
.chart.plot.MeterPlot	uses	.ui.TextAnchor	2		
.chart.plot.MeterPlot	uses	.text.TextUtilities	2		
.chart.plot.MeterPlot	uses	.data.Value	2		
.chart.plot.MeterPlot	uses	.chart.plot.PlotState	1		
.chart.plot.MeterPlot	uses	.chart.plot.PlotRenderingInfo	2		
.chart.plot.MeterPlot	uses	.ui.RectangleInsets	2		
.chart.plot.MeterPlot	uses	.io.SerialUtilities	2		
.chart.plot.MeterPlot	uses	.util.PaintUtilities	1		
.chart.plot.MeterPlot	uses	.util.ObjectUtilities	1		
.chart.plot.MeterPlot	uses	.data.general.DatasetGroup	1		
.chart.plot.MeterPlot	uses	.data.general.DatasetChangeEvent	2		
.chart.plot.MeterPlot	uses	.chart.LegendItemCollection	3		
.chart.plot.MeterPlot	uses	.chart.LegendItem	3		
.chart.plot.MultiplePiePlot	extends	.chart.plot.Plot	22		
.chart.plot.MultiplePiePlot	contains	.chart.JFreeChart	17		
.chart.plot.MultiplePiePlot	contains	.data.category.CategoryDataset	8		
.chart.plot.MultiplePiePlot	contains	.util.TableOrder	10		
.chart.plot.MultiplePiePlot	uses	.chart.plot.DrawingSupplier	2		
.chart.plot.MultiplePiePlot	uses	.chart.plot.PiePlot	10		
.chart.plot.MultiplePiePlot	uses	.data.KeyedValues2D	6		
.chart.plot.MultiplePiePlot	uses	.data.Values2D	4		
.chart.plot.MultiplePiePlot	uses	.io.SerialUtilities	4		
.chart.plot.MultiplePiePlot	uses	.chart.plot.PlotState	1		
.chart.plot.MultiplePiePlot	uses	.chart.plot.PlotRenderingInfo	3		
.chart.plot.MultiplePiePlot	uses	.data.general.DatasetUtilities	2		
.chart.plot.MultiplePiePlot	uses	.chart.ChartRenderingInfo	4		
.chart.plot.MultiplePiePlot	uses	.chart.entity.EntityCollection	2		
.chart.plot.MultiplePiePlot	uses	.ui.RectangleInsets	2		
.chart.plot.MultiplePiePlot	uses	.data.category.CategoryToPieDataset	2		
.chart.plot.MultiplePiePlot	uses	.data.general.PieDataset	2		
.chart.plot.MultiplePiePlot	uses	.data.Values	1		
.chart.plot.MultiplePiePlot	uses	.data.KeyedValues	1		
.chart.plot.MultiplePiePlot	uses	.chart.LegendItemCollection	3		
.chart.plot.MultiplePiePlot	uses	.chart.LegendItem	3		
.chart.plot.MultiplePiePlot	uses	.data.general.Dataset	5		
.chart.plot.MultiplePiePlot	uses	.util.PaintUtilities	1		
.chart.plot.MultiplePiePlot	uses	.util.ObjectUtilities	1		
.chart.plot.MultiplePiePlot	uses	.util.ShapeUtilities	2		
.chart.plot.MultiplePiePlot	uses	.data.general.DatasetGroup	1		
.chart.plot.MultiplePiePlot	uses	.data.general.DatasetChangeEvent	2		
.chart.plot.MultiplePiePlot	uses	.data.general.DatasetChangeListener	1		
.chart.plot.MultiplePiePlot	uses	.chart.title.TextTitle	2		
.chart.plot.MultiplePiePlot	uses	.ui.RectangleEdge	2		
.chart.plot.MultiplePiePlot	uses	.chart.title.Title	1		
.chart.plot.Pannable	uses	.chart.plot.PlotRenderingInfo	2		
.chart.plot.Pannable	uses	.chart.plot.PlotOrientation	1		
.chart.plot.PieLabelDistributor	extends	.chart.plot.AbstractPieLabelDistributor	15		
.chart.plot.PieLabelDistributor	uses	.chart.plot.PieLabelRecord	23		
.chart.plot.PieLabelRecord	contains	.text.TextBox	5		
.chart.plot.PiePlot	extends	.chart.plot.Plot	68		
.chart.plot.PiePlot	contains	.data.general.PieDataset	14		
.chart.plot.PiePlot	contains	.util.Rotation	10		
.chart.plot.PiePlot	contains	.chart.PaintMap	15		
.chart.plot.PiePlot	contains	.chart.StrokeMap	9		
.chart.plot.PiePlot	contains	.chart.labels.PieSectionLabelGenerator	16		
.chart.plot.PiePlot	contains	.ui.RectangleInsets	20		
.chart.plot.PiePlot	contains	.chart.plot.PieLabelLinkStyle	16		
.chart.plot.PiePlot	contains	.chart.plot.AbstractPieLabelDistributor	14		
.chart.plot.PiePlot	contains	.chart.labels.PieToolTipGenerator	5		
.chart.plot.PiePlot	contains	.chart.urls.PieURLGenerator	10		
.chart.plot.PiePlot	uses	.chart.plot.PlotState	1		
.chart.plot.PiePlot	uses	.chart.plot.PlotRenderingInfo	6		
.chart.plot.PiePlot	uses	.data.general.DatasetUtilities	3		
.chart.plot.PiePlot	uses	.chart.plot.PiePlotState	40		
.chart.plot.PiePlot	uses	.data.Values	7		
.chart.plot.PiePlot	uses	.data.KeyedValues	13		
.chart.plot.PiePlot	uses	.chart.plot.DrawingSupplier	6		
.chart.plot.PiePlot	uses	.text.TextMeasurer	2		
.chart.plot.PiePlot	uses	.text.TextUtilities	4		
.chart.plot.PiePlot	uses	.text.TextBox	20		
.chart.plot.PiePlot	uses	.text.TextBlock	2		
.chart.plot.PiePlot	uses	.chart.plot.PieLabelRecord	16		
.chart.plot.PiePlot	uses	.text.G2TextMeasurer	4		
.chart.plot.PiePlot	uses	.chart.util.ResourceBundleWrapper	1		
.chart.plot.PiePlot	uses	.util.UnitType	4		
.chart.plot.PiePlot	uses	.util.ShapeUtilities	4		
.chart.plot.PiePlot	uses	.ui.TextAnchor	2		
.chart.plot.PiePlot	uses	.util.PaintUtilities	1		
.chart.plot.PiePlot	uses	.util.ObjectUtilities	2		
.chart.plot.PiePlot	uses	.io.SerialUtilities	6		
.chart.plot.PiePlot	uses	.ui.RectangleAnchor	4		
.chart.plot.PiePlot	uses	.chart.entity.PieSectionEntity	2		
.chart.plot.PiePlot	uses	.chart.entity.EntityCollection	2		
.chart.plot.PiePlot	uses	.chart.entity.ChartEntity	1		
.chart.plot.PiePlot	uses	.chart.renderer.RendererState	2		
.chart.plot.PiePlot	uses	.chart.labels.StandardPieSectionLabelGenerator	2		
.chart.plot.PiePlot	uses	.chart.plot.PieLabelDistributor	2		
.chart.plot.PiePlot	uses	.data.general.DatasetChangeListener	3		
.chart.plot.PiePlot	uses	.data.general.Dataset	7		
.chart.plot.PiePlot	uses	.util.PublicCloneable	1		
.chart.plot.PiePlot	uses	.data.general.DatasetGroup	1		
.chart.plot.PiePlot	uses	.data.general.DatasetChangeEvent	2		
